"text","text_en","cmp_code","eu_code"
"We will eliminate internal barriers to government modernization.",NA,"303",NA
"And we will use technology to improve outcomes and government accountability by embracing prioritized goal setting and performance tracking for the federal government.",NA,"411",NA
"Combat Climate Change, Build a Clean Energy Economy, and Secure Environmental Justice",NA,"H",NA
"Climate change is an urgent threat and a defining challenge of our time.",NA,"501",NA
"Fifteen of the 16 hottest years on record have occurred this century.",NA,"501",NA
"While Donald Trump has called climate change a “hoax,”",NA,"501",NA
"2016 is on track to break global temperature records once more.",NA,"501",NA
"Cities from Miami to Baltimore are already threatened by rising seas.",NA,"501",NA
"California and the West have suffered years of brutal drought.",NA,"501",NA
"Alaska has been scorched by wildfire.",NA,"501",NA
"New York has been battered by superstorms, and Texas swamped by flash floods.",NA,"501",NA
"The best science tells us that without ambitious, immediate action across our economy to cut carbon pollution and other greenhouse gases, all of these impacts will be far worse in the future.",NA,"501",NA
"We cannot leave our children a planet that has been profoundly damaged.",NA,"501",NA
"Democrats share a deep commitment to tackling the climate challenge;",NA,"501",NA
"creating millions of good-paying middle class jobs;",NA,"701",NA
"reducing greenhouse gas emissions more than 80 percent below 2005 levels by 2050;",NA,"501",NA
"and meeting the pledge President Obama put forward in the landmark Paris Agreement, which aims to keep global temperature increases to “well below” two degrees Celsius and to pursue efforts to limit global temperature increases to 1.5 degrees Celsius.",NA,"501",NA
"We believe America must be running entirely on clean energy by mid-century.",NA,"501",NA
"We will take bold steps to slash carbon pollution and protect clean air at home,",NA,"501",NA
"lead the fight against climate change around the world,",NA,"501",NA
"ensure no Americans are left out or left behind as we accelerate the transition to a clean energy economy,",NA,"503",NA
"and be responsible stewards of our natural resources and our public lands and waters.",NA,"501",NA
"Democrats reject the notion that we have to choose between protecting our planet and creating good-paying jobs.",NA,"416.2",NA
"We can and we will do both.",NA,"416.2",NA
"Building a Clean Energy Economy",NA,"H",NA
"We are committed to getting 50 percent of our electricity from clean energy sources within a decade, with half a billion solar panels installed within four years and enough renewable energy to power every home in the country.",NA,"501",NA
"We will cut energy waste in American homes, schools, hospitals, and offices through energy efficient improvements;",NA,"501",NA
"modernize our electric grid;",NA,"411",NA
"and make American manufacturing the cleanest and most efficient in the world.",NA,"501",NA
"These efforts will create millions of new jobs",NA,"701",NA
"and save families and businesses money on their monthly energy bills.",NA,"403",NA
"We will transform American transportation by reducing oil consumption through cleaner fuels, vehicle electrification increasing the fuel efficiency of cars, boilers, ships, and trucks.",NA,"411",NA
"We will make new investments in public transportation and build bicycle and pedestrian infrastructure across our urban and suburban areas.",NA,"411",NA
"Democrats believe the tax code must reflect our commitment to a clean energy future by eliminating special tax breaks and subsidies for fossil fuel companies",NA,"416.2",NA
"as well as defending and extending tax incentives for energy efficiency and clean energy.",NA,"402",NA
"Democrats believe that carbon dioxide, methane, and other greenhouse gases should be priced to reflect their negative externalities,",NA,"416.2",NA
"and to accelerate the transition to a clean energy economy and help meet our climate goals.",NA,"416.2",NA
"Democrats believe that climate change is too important to wait for climate deniers and defeatists in Congress to start listening to science, and support using every tool available to reduce emissions now.",NA,"501",NA
"Democrats are committed to defending, implementing, and extending smart pollution and efficiency standards, including the Clean Power Plan,",NA,"501",NA
"fuel economy standards for automobiles and heavy-duty vehicles, building codes and appliance standards.",NA,"416.2",NA
"We are also committed to expanding clean energy research and development.",NA,"501",NA
"Democrats recognize the importance of climate leadership at the local level and know that achieving our national clean energy goals requires an active partnership with states, cities, and rural communities where so much of our country’s energy policy is made.",NA,"301",NA
"We will ensure that those taking the lead on clean energy and energy efficiency have the tools and resources they need to succeed.",NA,"501",NA
"The federal government should lead by example, which is why we support taking steps to power the government with 100 percent clean electricity.",NA,"501",NA
"Democrats are committed to closing the Halliburton loophole that stripped the Environmental Protection Agency (EPA) of its ability to regulate hydraulic fracturing,",NA,"416.2",NA
"and ensuring tough safeguards are in place, including Safe Drinking Water Act provisions, to protect local water supplies.",NA,"501",NA
"We believe hydraulic fracturing should not take place where states and local communities oppose it.",NA,"301",NA
"We will reduce methane emissions from all oil and gas production and transportation by at least 40 to 45 percent below 2005 levels by 2025 through common-sense standards for both new and existing sources and by repairing and replacing thousands of miles of leaky pipes.",NA,"501",NA
"This will both protect our climate and create thousands of good-paying jobs.",NA,"701",NA
"We will work to expand access to cost-saving renewable energy by low-income households,",NA,"403",NA
"create good-paying jobs in communities that have struggled with energy poverty,",NA,"701",NA
"and oppose efforts by utilities to limit consumer choice or slow clean energy deployment.",NA,"403",NA
"We will streamline federal permitting to accelerate the construction of new transmission lines to get low-cost renewable energy to market,",NA,"401",NA
"and incentivize wind, solar, and other renewable energy over the development of new natural gas power plants.",NA,"501",NA
"We support President Obama's decision to reject the Keystone XL pipeline.",NA,"501",NA
"As we continue working to reduce carbon dioxide, methane, and other greenhouse gas emissions, we must ensure federal actions do not “significantly exacerbate” global warming.",NA,"501",NA
"We support a comprehensive approach that ensures all federal decisions going forward contribute to solving, not significantly exacerbating, climate change.",NA,"501",NA
"Democrats believe that our commitment to meeting the climate challenge must also be reflected in the infrastructure investments we make.",NA,"501",NA
"We need to make our existing infrastructure safer and cleaner and build the new infrastructure necessary to power our clean energy future.",NA,"501",NA
"To create good-paying middle class jobs that cannot be outsourced,",NA,"701",NA
"Democrats support high labor standards in clean energy infrastructure and the right to form or join a union,",NA,"701",NA
"whether in renewable power or advanced vehicle manufacturing.",NA,"501",NA
"During the clean energy transition, we will ensure landowners, communities of color, and tribal nations are at the table.",NA,"503",NA
"Securing Environmental and Climate Justice",NA,"H",NA
"Democrats believe clean air and clean water are basic rights of all Americans.",NA,"501",NA
"Yet as we saw in Flint, Michigan, low-income communities and communities of color are disproportionately home to environmental justice “hot spots,” where air pollution, water pollution, and toxic hazards like lead increase health and economic hardship.",NA,"503",NA
"The impacts of climate change will also disproportionately affect low-income and minority communities, tribal nations, and Alaska Native villages—",NA,"503",NA
"all of which suffer the worst losses during extreme weather and have the fewest resources to prepare.",NA,"503",NA
"Simply put, this is environmental racism.",NA,"503",NA
"Democrats believe we must make it a national priority to eradicate lead poisoning, which disproportionately impacts low-income children and children of color and can lead to lifelong health and educational challenges.",NA,"501",NA
"We will prioritize hiring and training workers from affected communities to clean up toxic brownfields and expand clean energy, energy efficiency, and resilient infrastructure.",NA,"501",NA
"The fight against climate change must not leave any community out or behind",NA,"503",NA
"—including the coal communities who kept America’s lights on for generations.",NA,"503",NA
"Democrats will fight to make sure these workers and their families get the benefits they have earned and the respect they deserve,",NA,"504",NA
"and we will make new investments in energy-producing communities to help create jobs and build a brighter and more resilient economic future.",NA,"411",NA
"We will also oppose threats to the public health of these communities from harmful and dangerous extraction practices, like mountaintop removal mining operations.",NA,"504",NA
"All corporations owe it to their shareholders to fully analyze and disclose the risks they face, including climate risk.",NA,"501",NA
"Those who fail to do so should be held accountable.",NA,"403",NA
"Democrats also respectfully request the Department of Justice to investigate allegations of corporate fraud on the part of fossil fuel companies accused of misleading shareholders and the public on the scientific reality of climate change.",NA,"403",NA
"Protecting Our Public Lands and Waters",NA,"H",NA
"Democrats believe in the conservation and collaborative stewardship of our shared natural heritage: the public lands and waterways, the oceans, Everglades, Great Lakes, the Arctic, and all that makes America’s great outdoors priceless.",NA,"501",NA
"As a nation, we need policies and investments that will keep America’s public lands public,",NA,"504",NA
"strengthen protections for our natural and cultural resources,",NA,"501",NA
"increase access to parks and public lands for all Americans,",NA,"503",NA
"protect native species and wildlife,",NA,"501",NA
"and harness the immense economic and social potential of our public lands and waters.",NA,"410",NA
"Democrats will work to establish an American Parks Trust Fund to help expand local, state, and national recreational opportunities, rehabilitate existing parks, and enhance America's great outdoors—from our forests and coasts to neighborhood parks—",NA,"501",NA
"so “America’s Best Idea” is held in trust for future generations,",NA,"606.1",NA
"and all Americans can access and enjoy natural spaces.",NA,"503",NA
"Democrats are committed to doubling the size of the outdoor economy, creating nearly hundreds of billions of dollars in new economic activity and millions of new jobs.",NA,"410",NA
"Democrats will approach conservation of our public lands and waters in a way that reflects the diversity of our country, by actively engaging all Americans in the great outdoors and protecting natural landscapes and cultural sites that tell the story of America's complex history.",NA,"503",NA
"To help meet these goals, we will work to build a diverse workforce in agencies that manage America's public lands, waters, and cultural sites.",NA,"503",NA
"We oppose drilling in the Arctic and off the Atlantic coast,",NA,"501",NA
"and believe we need to reform fossil fuel leasing on public lands.",NA,"501",NA
"We will phase down extraction of fossil fuels from our public lands, starting with the most polluting sources,",NA,"501",NA
"while making our public lands and waters engines of the clean energy economy and creating jobs across the country.",NA,"416.2",NA
"Democrats will work to expand the amount of renewable energy production on federal lands and waters, from wind in Wyoming to solar in Nevada.",NA,"501",NA
"Democrats oppose efforts to undermine the effectiveness of the Endangered Species Act to protect threatened and endangered species.",NA,"501",NA
"Because the Bristol Bay drainages of Alaska produce the world’s largest salmon fisheries, we support efforts by the EPA under the Clean Water Act to establish proactively science-based restrictions on discharges of dredged or fill material associated with a potential Pebble mine and urge that such restrictions must apply to potential mines at other metallic sulfide deposits in those drainages.",NA,"501",NA
"Agricultural lands account for nearly half of the total land area in America and our agricultural practices have a significant impact on our water, land, oceans, and the climate.",NA,"703.1",NA
"Therefore, we believe that in order to be effective in keeping our air and water clean and combating climate change,",NA,"501",NA
"we must enlist farmers as partners in promoting conservation and stewardship.",NA,"703.1",NA
"Provide Quality and Affordable Education",NA,"H",NA
"Democrats know that every child, no matter who they are, how much their families earn, or where they live, should have access to a high-quality education, from preschool through high school and beyond.",NA,"503",NA
"But the United States still lags behind other advanced economies in providing high-quality, universal preschool programs to help all of our kids get a strong start to their educations.",NA,"506",NA
"Our schools are more segregated today than they were when Brown v.  Board of Education was decided,",NA,"503",NA
"and we see wide disparities in educational outcomes across racial and socioeconomic lines.",NA,"503",NA
"A college degree or another form of post-secondary education is increasingly required for jobs that pay a middle-class wage,",NA,"506",NA
"but graduation rates have stagnated for low-income students.",NA,"503",NA
"And the high cost of college has required too many Americans to take out staggering student loans or put a degree out of reach entirely.",NA,"506",NA
"We are selling our children and our young people short.",NA,"506",NA
"Democrats are committed to making good public schools available to every child, no matter what zip code they live in, and at last making debt-free college a reality for all Americans.",NA,"506",NA
"Making Debt-Free College a Reality",NA,"H",NA
"Democrats believe that in America, if you want a higher education, you should always be able to get one: money should never stand in the way.",NA,"506",NA
"Cost should not be a barrier to getting a degree or credential, and debt should not hold you back after you graduate.",NA,"506",NA
"Bold new investments by the federal government,",NA,"506",NA
"coupled with states reinvesting in higher education and colleges holding the line on costs,",NA,"506",NA
"will ensure that Americans of all backgrounds will be prepared for the jobs and economy of the future.",NA,"701",NA
"Democrats are unified in their strong belief that every student should be able to go to college debt-free,",NA,"506",NA
"and working families should not have to pay any tuition to go to public colleges and universities.",NA,"506",NA
"We will also make community college free,",NA,"506",NA
"while ensuring the strength of our Historically Black Colleges and Universities and Minority-Serving Institutions.",NA,"503",NA
"The federal government will push more colleges and universities to take quantifiable, affirmative steps in increasing the percentages of racial and ethnic minority, low-income, and first-generation students they enroll and graduate.",NA,"503",NA
"Achieving these goals depends on state and federal investment in both students and their teachers.",NA,"506",NA
"Whether full-time or adjunct, faculty must be supported to make transformative educational experiences possible.",NA,"506",NA
"Providing Relief from Crushing Student Debt",NA,"H",NA
"As we make college affordable for future students,",NA,"506",NA
"we will not forget about the millions of borrowers with unsustainable levels of student debt, who need help right now.",NA,"403",NA
"Democrats will allow those who currently have student debt to refinance their loans at the lowest rates possible.",NA,"403",NA
"We will simplify and expand access to income-based repayment so that no student loan borrowers ever have to pay more than they can afford.",NA,"403",NA
"And we will significantly cut interest rates for future undergraduates because we believe that making college more affordable is more important than the federal government making billions of dollars in profit off those loans.",NA,"403",NA
"Democrats will also fight for a student borrower bill of rights to ensure borrowers get adequate information about options to avoid or get out of delinquency or default.",NA,"403",NA
"We will hold lenders and loan servicers to high standards to help borrowers in default rehabilitate and repay their debts.",NA,"403",NA
"We will continue the important Public Service Loan Forgiveness and loan discharge programs begun by the Obama Administration.",NA,"403",NA
"Finally, Democrats will restore the prior standard in bankruptcy law to allow borrowers with student loans to be able to discharge their debts in bankruptcy as a measure of last resort.",NA,"403",NA
"To make progress toward these goals, the government should offer a moratorium on student loan payments to all federal loan borrowers so they have the time and get the resources they need to consolidate their loans, enroll in income-based repayment programs, and take advantage of opportunities to reduce monthly payments and fees.",NA,"403",NA
"Supporting Historically Black Colleges and Universities and Minority-Serving Institutions",NA,"H",NA
"We will strengthen our nation’s public and private Historically Black Colleges and Universities, Predominantly Black Institutions, Hispanic-Serving Institutions, Asian American and Native American Pacific Islander-Serving Institutions, Tribal Colleges and Universities, Alaska Native and Native Hawaiian-Serving Institutions, Native American-Serving Nontribal Institutions, and minority-serving institutions.",NA,"503",NA
"Many of these schools educate disproportionate percentages of growing populations of Americans: students who are racial and ethnic minorities, low-income students, and first-generation students.",NA,"503",NA
"As the nation is grappling with how to expand educational access and increase success, especially for communities of color and low-income students and families, there is evidence that the nation’s HBCUs and Minority Serving Institutions have honed promising models for educating these students to prepare them for high- and critical-need positions while containing costs.",NA,"503",NA
"We will create a robust and historic dedicated fund to keep costs down, provide quality education, and ensure dedicated support to improve student outcomes and completion rates.",NA,"506",NA
"We will provide further assistance to students at these schools, as well as other students across the country,",NA,"406",NA
"by restoring year-round Pell funding so that low- and middle-income students from all backgrounds can get the support they need to make progress toward a college degree throughout the year.",NA,"406",NA
"Cracking Down on Predatory For-Profit Schools",NA,"H",NA
"We will continue to crack down on for-profit schools that take millions in federal financial aid—often as their principal source of revenue—and then exploit students and burden them with debt rather than educating them.",NA,"403",NA
"That is why we will strengthen the gainful employment rule to ensure that for-profit schools enable students to complete their degrees and prepare them for work.",NA,"403",NA
"We will go after for-profits that engage in deceptive marketing, fraud, and other illegal practices.",NA,"403",NA
"We will also exercise our responsibility in oversight over the Department of Education to carry out their obligation to close down those for-profit schools that consistently engage in fraudulent and illegal conduct.",NA,"403",NA
"It is unacceptable that for-profit schools with low graduation rates keep encouraging their students to take out federal loans they will have trouble paying back.",NA,"403",NA
"Therefore, to the maximum extent possible, we will also encourage widespread relief and the forgiveness of debt to those students harmed by the practices of fraudulent institutions.",NA,"403",NA
"Guaranteeing Universal Preschool and Good Schools for Every Child",NA,"H",NA
"Democrats believe we must have the best-educated population and workforce in the world.",NA,"506",NA
"That means making early childhood education and universal preschool a priority, especially in light of new research showing how much early learning can impact life-long success.",NA,"506",NA
"Democrats will invest in early childhood programs like Early Head Start and provide every family in America with access to high-quality childcare and high-quality preschool programs.",NA,"506",NA
"We support efforts to raise wages for childcare workers,",NA,"701",NA
"and to ensure that early childhood educators are experienced and high-quality.",NA,"506",NA
"We will ensure there are great schools for every child",NA,"506",NA
"no matter where they live.",NA,"503",NA
"Democrats know the federal government must play a critical role in making sure every child has access to a world-class education.",NA,"506",NA
"We believe that a strong public education system is an anchor of our democracy,",NA,"506",NA
"a propeller of the economy,",NA,"410",NA
"and the vehicle through which we help all children achieve their dreams.",NA,"503",NA
"Public education must engage students to be critical thinkers and civic participants",NA,"202.1",NA
"while addressing the wellbeing of the whole child.",NA,"504",NA
"We also support increased investments in afterschool and summer learning programs,",NA,"506",NA
"which help working families,",NA,"706",NA
"keep kids safe,",NA,"605.1",NA
"and inspire learning at a time when many students are left unsupervised.",NA,"506",NA
"We must find ways to encourage mentoring programs that support students in reaching their full potential.",NA,"506",NA
"Mentoring is a strategy to ensure that children living in poverty have the encouragement and support to aim high and enter the middle class.",NA,"503",NA
"We will focus on group mentoring, which is a low-cost, high-yield investment that offers the benefit of building a supportive network of peers who push one another towards success.",NA,"506",NA
"Democrats believe all students should be taught to high academic standards.",NA,"506",NA
"Schools should have adequate resources to provide programs and support to help meet the needs of every child.",NA,"506",NA
"We will hold schools, districts, communities, and states accountable for raising achievement levels for all students—",NA,"506",NA
"particularly low-income students, students of color, English Language Learners, and students with disabilities.",NA,"503",NA
"We must fulfill our national commitment to provide a meaningful education to students with disabilities, and work towards full funding of the Individuals with Disabilities Education Act so that students with disabilities can receive the extra resources and services they need.",NA,"503",NA
"With an appropriate educational foundation, children with disabilities can thrive and become adults with greater opportunities and more meaningful life experiences.",NA,"503",NA
"We are also deeply committed to ensuring that we strike a better balance on testing so that it informs, but does not drive, instruction.",NA,"506",NA
"To that end, we encourage states to develop a multiple measures approach to assessment, and we believe that standardized tests must be reliable and valid.",NA,"506",NA
"We oppose high-stakes standardized tests that falsely and unfairly label students of color, students with disabilities and English Language Learners as failing;",NA,"506",NA
"the use of standardized test scores as basis for refusing to fund schools or to close schools;",NA,"506",NA
"and the use of student test scores in teacher and principal evaluations, a practice which has been repeatedly rejected by researchers.",NA,"701",NA
"We support enabling parents to opt their children out of standardized tests without penalty for either the student or their school.",NA,"506",NA
"Democrats recognize and honor all the professionals who work in public schools to support students' education—teachers, education support professionals, and specialized staff.",NA,"706",NA
"We know that good teachers are essential to improving student learning and helping all students to meet high academic standards.",NA,"706",NA
"Democrats will launch a national campaign to recruit and retain high-quality teachers.",NA,"706",NA
"We will ensure that teachers receive the tools and ongoing professional development they need to succeed in the classroom and provide our children with a world-class education.",NA,"706",NA
"We also must lift up and trust our educators, continually build their capacity, and ensure that our schools are safe, welcoming, collaborative, and well-resourced places for our students, educators, and communities.",NA,"706",NA
"We will invest in high-quality STEAM classes, community schools, computer science education, arts education, and expand link learning models and career pathways.",NA,"506",NA
"We will end the school-to-prison pipeline by opposing discipline policies which disproportionately affect African Americans and Latinos, Native Americans and Alaska Natives, students with disabilities, and youth who identify as LGBT.",NA,"503",NA
"We will support the use of restorative justice practices that help students and staff resolve conflicts peacefully and respectfully while helping to improve the teaching and learning environment.",NA,"506",NA
"And we will work to improve school culture and combat bullying of all kinds.",NA,"503",NA
"The Democratic Party is committed to eliminating opportunity gaps—particularly those that lead to students from low-income communities arriving on day one of kindergarten several years behind their peers.",NA,"503",NA
"This means advocating for labor and public assistance laws that ensure poor parents can spend time with their children.",NA,"503",NA
"This means raising household incomes in poor communities.",NA,"503",NA
"It means ensuring children have health care, stable housing free of contaminants, and a community free of violence in order to minimize the likelihood of cognitive delays.",NA,"504",NA
"It means enriching early childhood programming to prepare children in areas such as literacy, numeracy, civic engagement, and emotional intelligence.",NA,"506",NA
"It means supporting equitable and adequate state funding for public education,",NA,"506",NA
"and expanding Title I funding for schools that serve a large number or high concentration of children in poverty.",NA,"503",NA
"It means ending curriculum gaps that maintain and exacerbate achievement gaps.",NA,"503",NA
"We support policies that motivate rather than demoralize our educators.",NA,"701",NA
"We are committed to ensuring that schools that educate children in poverty are not treated unfairly, which is why we will end the test-and-punish version of accountability that does no more than reveal the many opportunity gaps facing students from low-income communities.",NA,"503",NA
"Democrats are committed to providing parents with high-quality public school options and expanding these options for low-income youth.",NA,"506",NA
"We support democratically governed, great neighborhood public schools",NA,"506",NA
"and high-quality public charter schools,",NA,"506",NA
"and we will help them disseminate best practices to other school leaders and educators.",NA,"506",NA
"Democrats oppose for-profit charter schools focused on making a profit off of public resources.",NA,"506",NA
"We believe that high-quality public charter schools should provide options for parents,",NA,"201.1",NA
"but should not replace or destabilize traditional public schools.",NA,"506",NA
"Charter schools must reflect their communities, and thus must accept and retain proportionate numbers of students of color, students with disabilities and English Language Learners in relation to their neighborhood public schools.",NA,"503",NA
"We support increased transparency and accountability for all charter schools.",NA,"303",NA
"Ensure the Health and Safety of All Americans",NA,"H",NA
"Democrats have been fighting to secure universal health care for the American people for generations, and we are proud to be the party that passed Medicare, Medicaid, and the Affordable Care Act (ACA).",NA,"504",NA
"Being stronger together means finally achieving that goal.",NA,"504",NA
"We are going to fight to make sure every American has access to quality, affordable health care.",NA,"504",NA
"We will tackle the problems that remain in our health care system, including cracking down on runaway prescription drug prices and addressing mental health with the same seriousness that we treat physical health.",NA,"504",NA
"We will fight Republican efforts to roll back the clock on women’s health and reproductive rights, and stand up for Planned Parenthood.",NA,"604",NA
"And we will tackle the epidemics of substance abuse and gun violence, which each claim tens of thousands of lives every year.",NA,"504",NA
"Securing Universal Health Care",NA,"H",NA
"Democrats believe that health care is a right, not a privilege, and our health care system should put people before profits.",NA,"504",NA
"Thanks to the hard work of President Obama and Democrats in Congress, we took a critically important step toward the goal of universal health care by passing the Affordable Care Act, which has covered 20 million more Americans and ensured millions more will never be denied coverage because of a pre-existing condition.",NA,"504",NA
"Democrats will never falter in our generations-long fight to guarantee health care as a fundamental right for every American.",NA,"504",NA
"As part of that guarantee, Americans should be able to access public coverage through a public option,",NA,"504",NA
"and those over 55 should be able to opt in to Medicare.",NA,"504",NA
"Democrats will empower the states, which are the true laboratories of democracy,",NA,"301",NA
"to use innovation waivers under the ACA to develop unique locally tailored approaches to health coverage.",NA,"301",NA
"This will include removing barriers to states which seek to experiment with plans to ensure universal health care to every person in their state.",NA,"504",NA
"By contrast, Donald Trump wants to repeal the ACA, leaving tens of millions of Americans without coverage.",NA,"504",NA
"For too many of us, health care costs are still too high, even for those with insurance.",NA,"403",NA
"And medical debt is a problem for far too many working families, with one-quarter of Americans reporting that they or someone in their household had problems or an inability to pay medical bills in the past year.",NA,"403",NA
"Democrats will also work to end surprise billing and other practices that lead to out-of-control medical debt that place an unconscionable economic strain on American households.",NA,"403",NA
"We will repeal the excise tax on high-cost health insurance and find revenue to offset it because we need to contain the long-term growth of health care costs,",NA,"505",NA
"but should not risk passing on too much of the burden to workers.",NA,"701",NA
"Democrats will keep costs down by making premiums more affordable, reducing out-of-pocket expenses, and capping prescription drug costs.",NA,"403",NA
"And we will fight against insurers trying to impose excessive premium increases.",NA,"403",NA
"Democrats will fight any attempts by Republicans in Congress to privatize, voucherize, or “phase out” Medicare as we know it.",NA,"504",NA
"And we will oppose Republican plans to slash funding and block grant Medicaid and SNAP, which would harm millions of Americans.",NA,"504",NA
"We will keep fighting until the ACA’s Medicaid expansion has been adopted in every state.",NA,"504",NA
"Nineteen states have not yet expanded Medicaid.",NA,"504",NA
"This means that millions of low-income Americans still lack health insurance and are not getting the care they need.",NA,"504",NA
"Additionally, health care providers, clinics, hospitals, and taxpayers are footing a higher bill when people without insurance visit expensive emergency rooms.",NA,"504",NA
"Democrats believe your zip code or census tract should not be a predictor of your health,",NA,"503",NA
"which is why we will make health equity a central part of our commitment to revitalizing communities left behind.",NA,"503",NA
"Democrats believe that all health care services should be culturally and linguistically appropriate,",NA,"607.1",NA
"and that neither fear nor immigration status should be barriers that impede health care access.",NA,"607.2",NA
"Supporting Community Health Centers",NA,"H",NA
"We must renew and expand our commitment to Community Health Centers, as well as community mental health centers",NA,"504",NA
"and family planning centers.",NA,"604",NA
"These health centers provide critically important, community-based prevention and treatment in underserved communities,",NA,"504",NA
"prevent unnecessary and expensive trips to emergency rooms,",NA,"504",NA
"and are essential to the successful implementation of the ACA.",NA,"504",NA
"We will fight for a comprehensive system of primary health care, including dental, mental health care, and low-cost prescription drugs by doubling of funding for federally qualified community health centers over the next decade, which currently serve 25 million people.",NA,"504",NA
"Democrats also know that one of the key ingredients to the success of these health centers is a well-supported and qualified workforce in community-based settings.",NA,"411",NA
"We will fight to train and support this workforce, encourage providers to work with underserved populations through the National Health Service Corps,",NA,"503",NA
"and create a comprehensive strategy to increase the pool of primary health care professionals.",NA,"504",NA
"Reducing Prescription Drug Costs",NA,"H",NA
"It is unacceptable that the United States pays, by far, the highest prices in the world for prescription drugs and that too many Americans between the ages of 18 and 64 cannot afford to fill their prescriptions.",NA,"403",NA
"A lifesaving drug is no good if it is unaffordable to the very people who need it most.",NA,"403",NA
"And many drug companies are spending more on advertising than on research.",NA,"403",NA
"The largest pharmaceutical companies are making billions of dollars per year in profits at higher margins compared to other industries while many stash their profits in offshore tax havens.",NA,"403",NA
"Meanwhile, they charge Americans thousands of dollars for new drugs—often at much higher costs than in other developed nations.",NA,"403",NA
"Democrats are committed to investing in the research, development, and innovation that creates lifesaving drugs and lowers overall health costs,",NA,"403",NA
"but the profiteering of pharmaceutical companies is simply unacceptable.",NA,"403",NA
"We will crack down on price gouging by drug companies and cap the amount Americans have to pay out-of-pocket every month on prescription drugs.",NA,"403",NA
"We will prohibit anti-competitive “pay for delay” deals that keep generic drugs off the market,",NA,"403",NA
"and we will allow individuals, pharmacists, and wholesalers to import prescription drugs from licensed pharmacies in Canada and other countries with appropriate safety protections.",NA,"403",NA
"Democrats will also fight to make sure that Medicare will negotiate lower prices with drug manufacturers.",NA,"504",NA
"Enabling Cutting-Edge Medical Research",NA,"H",NA
"Democrats believe we must accelerate the pace of medical progress, ensuring that we invest more in our scientists and give them the resources they need to invigorate our fundamental studies in the life sciences in a growing, stable, and predictable way.",NA,"411",NA
"We must make progress against the full range of diseases, including Alzheimer’s, HIV and AIDS, cancer, and other diseases, especially chronic ones.",NA,"411",NA
"We recognize the critical importance of a fully-funded National Institutes of Health to accelerate the pace of medical progress.",NA,"411",NA
"Combating Drug and Alcohol Addiction",NA,"H",NA
"We must confront the epidemic of drug and alcohol addiction, specifically the opioid crisis and other drugs plaguing our communities, by vastly expanding access to prevention and treatment,",NA,"504",NA
"supporting recovery,",NA,"504",NA
"helping community organizations,",NA,"606.1",NA
"and promoting better practices by prescribers.",NA,"504",NA
"The Democratic Party is committed to assisting the estimated 20 million people struggling with addiction in this country to find and sustain healthy lives by encouraging full recovery and integration into society",NA,"504",NA
"and working to remove common barriers to gainful employment, housing, and education.",NA,"503",NA
"We will continue to fight to expand access to care for addiction services,",NA,"504",NA
"and ensure that insurance coverage is equal to that for any other health conditions.",NA,"504",NA
"We think it is time for the Department of Health and Human Services (HHS), the Department of Labor, and state regulatory agencies to fully implement the protections of the Mental Health Parity and Addictions Equity Act of 2008—which means that American medical insurers, including the federal government, will need to disclose how they make their medical management decisions.",NA,"403",NA
"We should also do more to educate our youth, as well as their families, teachers, coaches, mentors, and friends, to intervene early to prevent drug and alcohol abuse and addiction.",NA,"506",NA
"We should help state and local leaders establish evidence-based, age-appropriate, and locally-tailored prevention programs.",NA,"504",NA
"These programs include school-based drug education programs that have been shown to have meaningful effects on risky behavior; community-based peer mentorship and leadership programs; and after-school activities that deter drug use and encourage life skills.",NA,"506",NA
"Treating Mental Health",NA,"H",NA
"We must treat mental health issues with the same care and seriousness that we treat issues of physical health,",NA,"504",NA
"support a robust mental health workforce,",NA,"411",NA
"and promote better integration of the behavioral and general health care systems.",NA,"504",NA
"Recognizing that maintaining good mental health is critical to all people, including young people’s health and development,",NA,"503",NA
"we will work with health professionals to ensure that all children have access to mental health care.",NA,"504",NA
"We must also expand community-based treatment for substance abuse disorders and mental health conditions and fully enforce our parity law.",NA,"503",NA
"And we should create a national initiative around suicide prevention across the lifespan—to move toward the HHS-promoted Zero Suicide commitment.",NA,"504",NA
"Supporting Those Living with Autism and their Families",NA,"H",NA
"Democrats believe that our country must make supporting the millions of individuals with autism and those diagnosed in the future and their families a priority.",NA,"503",NA
"We will conduct a nationwide early screening outreach campaign to ensure that all children, and in particular children from underserved backgrounds,",NA,"503",NA
"can get screened for autism.",NA,"504",NA
"We will expand services and support for adults and individuals transitioning into adulthood, including employment and housing assistance.",NA,"504",NA
"And we will push states to require health insurance coverage for autism services in private insurance plans as well as state marketplaces so that people with autism are not denied care.",NA,"403",NA
"Securing Reproductive Health, Rights, and Justice",NA,"H",NA
"Democrats are committed to protecting and advancing reproductive health, rights, and justice.",NA,"604",NA
"We believe unequivocally, like the majority of Americans, that every woman should have access to quality reproductive health care services, including safe and legal abortion",NA,"604",NA
"—regardless of where she lives, how much money she makes, or how she is insured.",NA,"503",NA
"We believe that reproductive health is core to women’s, men’s, and young people’s health and wellbeing.",NA,"604",NA
"We will continue to stand up to Republican efforts to defund Planned Parenthood health centers, which provide critical health services to millions of people.",NA,"604",NA
"We will continue to oppose—and seek to overturn—federal and state laws and policies that impede a woman’s access to abortion, including by repealing the Hyde Amendment.",NA,"604",NA
